removed_filepath,filename,original_split,original_folder,target_class,md5,canonical_destination,removal_reason
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\253.jpeg,253.jpeg,train,CANCER,CANCER,97d8f51573e7bde246e99b8d38ec1099,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_277.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\278.jpeg,278.jpeg,train,CANCER 1,CANCER,316b98bcbb37df20d25794e131729171,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_254.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\280.jpeg,280.jpeg,train,CANCER 1,CANCER,abdf4de03fe509305cf3aeccc9a94be4,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_257.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\284.jpeg,284.jpeg,train,CANCER 1,CANCER,7be65adb076701a0dfe18b4bad4fe2cf,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_261.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\286.jpeg,286.jpeg,train,CANCER 1,CANCER,2ea4fd51c6ff23222b69db87fae7c329,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_263.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\264.jpeg,264.jpeg,train,CANCER,CANCER,e46db8a61eaba0660deccb734358dbbc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_287.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\288.jpeg,288.jpeg,train,CANCER 1,CANCER,2a6460c54383b22e1a54d9f03e0fb7a6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_265.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\289.jpeg,289.jpeg,train,CANCER 1,CANCER,cc37feefb7527ef095a3d1d7172f1ef5,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_266.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\290.jpeg,290.jpeg,train,CANCER 1,CANCER,e308bbd98dba2e3723dfc1fd47777ec6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_268.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\291.jpeg,291.jpeg,train,CANCER 1,CANCER,976e964ae87d73e69292436918b45364,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_269.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\292.jpeg,292.jpeg,train,CANCER 1,CANCER,d3d5a4d7dbab91acc8910e2de26513cc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_270.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\294.jpeg,294.jpeg,train,CANCER 1,CANCER,10e7a14fdf8c34320b94b22d5bf232ae,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_271.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\301.jpeg,301.jpeg,train,CANCER 1,CANCER,9840af42e2ebc8ad162a891ce56834e2,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_274.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\302.jpeg,302.jpeg,train,CANCER 1,CANCER,e779e42e2ed6304416a5889a4a8cdcf7,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_275.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\303.jpeg,303.jpeg,train,CANCER 1,CANCER,0243673c9a7e9f25fbe414f898c3eed5,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_276.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\277.jpeg,277.jpeg,train,CANCER,CANCER,98aa82c48571075ab8b45141601fd419,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_304.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\308.jpeg,308.jpeg,train,CANCER 1,CANCER,3727f12db1307b6cf74d73b4aca4ab89,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_279.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\281.jpeg,281.jpeg,train,CANCER,CANCER,2da3a45f43758ebf049859b5d08fc548,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_311.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\313.jpeg,313.jpeg,train,CANCER 1,CANCER,1c1ccc75c31afbff897266eec0b2c4c0,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_282.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\314.jpeg,314.jpeg,train,CANCER 1,CANCER,01621a3eb8a41616d5ec24ed156541e5,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_283.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\317.jpeg,317.jpeg,train,CANCER 1,CANCER,c3b3fc082b34ae221bde80b8c44a64eb,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_285.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\318.jpeg,318.jpeg,train,CANCER 1,CANCER,10f40c6777c0c52a545e0c00231b1c38,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_286.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\319.jpeg,319.jpeg,train,CANCER 1,CANCER,691f787b74341fb4e1b610e8d640da9f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_287.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\321.jpeg,321.jpeg,train,CANCER 1,CANCER,550a5a22bd881dcaeb9d9fa840dbdfd2,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_289.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\322.jpeg,322.jpeg,train,CANCER 1,CANCER,b8a9022553797aa52389ce61d9ba94e9,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_290.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\291.jpeg,291.jpeg,train,CANCER,CANCER,e0617c826dd266aaf61d688569f98c7e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_329.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\331.jpeg,331.jpeg,train,CANCER 1,CANCER,9baf776ec3be6bb808521f6e00c85e2f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_293.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\333.jpeg,333.jpeg,train,CANCER 1,CANCER,8fa2849a98a1c2b6c266dfd880750882,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_294.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\334.jpeg,334.jpeg,train,CANCER 1,CANCER,b2e9bd740945d3c64ec3d58a2f855a4b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_295.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\335.jpeg,335.jpeg,train,CANCER 1,CANCER,348159973a4ae024e8d953aa96ada830,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_296.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\337.jpeg,337.jpeg,train,CANCER 1,CANCER,b67b89e7f374f06eb754b3998cc5be1a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_298.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\338.jpeg,338.jpeg,train,CANCER 1,CANCER,2d8d52b475d1a3eccfaa5e992349313d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_299.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\339.jpeg,339.jpeg,train,CANCER 1,CANCER,f8166cdc59f6213a4d61c8b9393fd720,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_300.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\303.jpeg,303.jpeg,train,CANCER,CANCER,cb6abfc0c99eac5f18674744afc43400,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_342.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\343.jpeg,343.jpeg,train,CANCER 1,CANCER,d26ea3794dcbd0f99c6772c539ef3ce9,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_304.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\345.jpeg,345.jpeg,train,CANCER 1,CANCER,bfde300837e2d4620c6a31fb308ad7ed,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_305.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\346.jpeg,346.jpeg,train,CANCER 1,CANCER,a076a18251230dc605863b6e0512a054,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_306.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\307.jpeg,307.jpeg,train,CANCER,CANCER,4c36aa04642e8637772967919deac4d9,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_348.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\309.jpeg,309.jpeg,train,CANCER,CANCER,7bfcb2b17b37c75b913ad955d151e575,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_352.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\353.jpeg,353.jpeg,train,CANCER 1,CANCER,cd222d877051a9a5ea88f3fe6c30efb1,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_310.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\354.jpeg,354.jpeg,train,CANCER 1,CANCER,bd34a1b053d5f07643ccab1ce950952d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_311.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\355.jpeg,355.jpeg,train,CANCER 1,CANCER,a0c1520a7be13d7c7f75ac7f3ae4801f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_312.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\356.jpeg,356.jpeg,train,CANCER 1,CANCER,aa91719ed8bed632f178710bb2b6a377,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_313.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\358.jpeg,358.jpeg,train,CANCER 1,CANCER,f782d98071058fa0d072f5cd9dfa80f3,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_315.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\359.jpeg,359.jpeg,train,CANCER 1,CANCER,253922f0ef2bfc6b4f3c0c4843d9b078,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_316.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\360.jpeg,360.jpeg,train,CANCER 1,CANCER,098890d3c2c0b786f7c8e0264ec20e15,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_318.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\361.jpeg,361.jpeg,train,CANCER 1,CANCER,9d988524257da385c58814dd4c864c6b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_319.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\362.jpeg,362.jpeg,train,CANCER 1,CANCER,e929032f910069243cc93d4baad61b55,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_320.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\321.jpeg,321.jpeg,train,CANCER,CANCER,4085b039a6f26df3aad738ba30d3460c,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_363.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\364.jpeg,364.jpeg,train,CANCER 1,CANCER,ca92d44b9f37349bf244f03757b81f4e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_322.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\365.jpeg,365.jpeg,train,CANCER 1,CANCER,dc4e97f9c316934cfdfa3bb8c8b8c706,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_323.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\367.jpeg,367.jpeg,train,CANCER 1,CANCER,eb6fc7b709dea78da0fe09113b431c47,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_325.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\326.jpeg,326.jpeg,train,CANCER,CANCER,8a9763d92c5b930410e3f83ca7ba433f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_368.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\369.jpeg,369.jpeg,train,CANCER 1,CANCER,7f3c7a11f3013006a71f33d28a8fb12d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_327.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\371.jpeg,371.jpeg,train,CANCER 1,CANCER,9c6c94e4a3e1b2afcc8866aab28ab203,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_330.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\373.jpeg,373.jpeg,train,CANCER 1,CANCER,8b5f0c1bf82ec5eb83bf1707fc14d88e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_331.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\374.jpeg,374.jpeg,train,CANCER 1,CANCER,2394b9117a2836c00f245067947ff5e4,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_332.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\333.jpeg,333.jpeg,train,CANCER,CANCER,90c5f0c6b746230083386bd520846a72,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_375.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\376.jpeg,376.jpeg,train,CANCER 1,CANCER,7a8030cd70e4a1cec6083eaf8da4e995,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_334.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\377.jpeg,377.jpeg,train,CANCER 1,CANCER,a1a8bb1dca35d2ec229e18a84811184c,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_335.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\378.jpeg,378.jpeg,train,CANCER 1,CANCER,154f75ed6db413cd23a0d53a1fe8f044,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_336.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\379.jpeg,379.jpeg,train,CANCER 1,CANCER,b57e79d1b7b55a0749809383d7edc571,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_337.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\339.jpeg,339.jpeg,train,CANCER,CANCER,6d8f3b733aa879845bc78ef947e138cb,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_380.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\388.jpeg,388.jpeg,train,CANCER 1,CANCER,e6b95d2010d4c3774ee86e2ee8c47646,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_342.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\343.jpeg,343.jpeg,train,CANCER,CANCER,59b96572adff6e3e7d2a0c6ee469a5fa,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_389.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\395.jpeg,395.jpeg,train,CANCER 1,CANCER,8a662961ec45d49160effa2cdbec517b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_346.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\396.jpeg,396.jpeg,train,CANCER 1,CANCER,cce751b5a8afac21be96cb2cb9b0b4a0,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_347.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\348.jpeg,348.jpeg,train,CANCER,CANCER,e4526f28d464ef71c58f7512e4c58676,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_398.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\349.jpeg,349.jpeg,train,CANCER,CANCER,85a44755aa87b53427e80ed66160a309,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_399.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\401.jpeg,401.jpeg,train,CANCER 1,CANCER,aa924e870e3e95c24e85490404465837,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_352.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\353.jpeg,353.jpeg,train,CANCER,CANCER,75f7845ff3ba424f7f763a45b8653614,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_402.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\403.jpeg,403.jpeg,train,CANCER 1,CANCER,7a875648c03d013e65a3f1ac152df4ab,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_354.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\404.jpeg,404.jpeg,train,CANCER 1,CANCER,22a9df6240ff7c9a87bd736d4831d870,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_355.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\358.jpeg,358.jpeg,train,CANCER,CANCER,3864f95b9259f15d20d1a19b698e76c7,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_412.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\413.jpeg,413.jpeg,train,CANCER 1,CANCER,c5db5a3257ee8e4ff8f3f7fa1b984e7e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_359.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\420.jpeg,420.jpeg,train,CANCER 1,CANCER,bb74d6e885273a2492e6a8ba350a1a89,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_361.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\421.jpeg,421.jpeg,train,CANCER 1,CANCER,aef38f1d18cbebabce997dd97a5f686f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_362.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\422.jpeg,422.jpeg,train,CANCER 1,CANCER,067101a6551931801424f2ca1ec3448f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_363.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\428.jpeg,428.jpeg,train,CANCER 1,CANCER,d6f0c5a8871184b0b9eae1b9bfa46918,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_364.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\429.jpeg,429.jpeg,train,CANCER 1,CANCER,9f6c25e39e1e66b8dfb461b449859239,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_365.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\367.jpeg,367.jpeg,train,CANCER,CANCER,89eb68e3ce9867a731f39d22a8322042,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_430.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\435.jpeg,435.jpeg,train,CANCER 1,CANCER,4fa3f537a0d72892c1eb8aad57d17ac1,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_369.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\436.jpeg,436.jpeg,train,CANCER 1,CANCER,848f37526e1f4e9bb1c64d0e31af3b3d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_370.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\437.jpeg,437.jpeg,train,CANCER 1,CANCER,53b0bcc33df26deafbc564f2d8b32358,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_371.jpeg,Intra-split duplicate copy in folder CANCER 1
